nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.14090212,0.51155454,0.23734762,0.42477706,0.26109532,0.59591043,0.38354173,0.43808666,0.41907218,0.6241257,0.3872217,0.5371185,0.39672485,0.6426895,0.5142302,0.45287377,0.5167811,0.54902023,0.7072549,0.41477636,0.70322984,0.6524529,0.9019399,0.34607542,0.90636426,0.68450224,forehand
0.14518078,0.5105864,0.23885468,0.41849706,0.26865047,0.60058326,0.37454897,0.43898714,0.42543665,0.6308895,0.39154798,0.5314195,0.45206916,0.57222927,0.5164199,0.44944477,0.51997495,0.55141306,0.7130857,0.40551314,0.6956793,0.63899857,0.9051462,0.33534062,0.91455257,0.704293,forehand
0.15396051,0.5116205,0.24242263,0.41941747,0.26889458,0.60529166,0.38112885,0.4381541,0.40893713,0.640682,0.4059624,0.53989005,0.44730222,0.578316,0.5168844,0.4512223,0.51802444,0.554108,0.6916531,0.39965555,0.7081674,0.63446915,0.88061,0.3216963,0.91282374,0.71095216,forehand
0.14460744,0.5105893,0.2464759,0.41594565,0.26339924,0.61041445,0.3962864,0.42878154,0.4229155,0.645353,0.40983313,0.5055595,0.41825506,0.5609757,0.5144719,0.4512732,0.51409256,0.5582873,0.6763,0.38838482,0.69808,0.63799745,0.8638837,0.31131852,0.91335833,0.715688,forehand
0.14411533,0.5130918,0.24335523,0.42309588,0.26090676,0.61491925,0.3914151,0.42434418,0.41323695,0.64574057,0.40795827,0.5009828,0.41776687,0.5763542,0.51148695,0.45349336,0.5095093,0.5605479,0.6751095,0.38295645,0.68158007,0.6440066,0.84442747,0.30382976,0.89286894,0.6997719,forehand
0.13777868,0.5293507,0.24196567,0.43767786,0.24959664,0.6347757,0.38815472,0.43647355,0.40870795,0.66819596,0.42359704,0.51479864,0.42338204,0.5764019,0.5066231,0.4660319,0.5070104,0.58063126,0.6649614,0.3951335,0.6820836,0.6651524,0.8306258,0.30622262,0.8948094,0.70478004,forehand
0.13422632,0.5368174,0.23758626,0.45152244,0.24696794,0.644002,0.37981778,0.45045546,0.40326732,0.6752925,0.3859498,0.53684336,0.38391998,0.5762041,0.50530213,0.47448155,0.50504464,0.5884131,0.6509843,0.40602523,0.68068534,0.6684996,0.8192104,0.3115021,0.8880551,0.7027123,forehand
0.12607056,0.54188067,0.23090577,0.4507103,0.23823303,0.6496075,0.37789875,0.45689166,0.38939896,0.6808534,0.37947166,0.5387071,0.3739116,0.5861376,0.50031185,0.4787945,0.49829805,0.5926931,0.64529693,0.4129284,0.67600524,0.6738066,0.81651753,0.32168683,0.8860683,0.7022146,forehand
0.12476307,0.5434133,0.22628942,0.45213932,0.23161179,0.6455982,0.37818286,0.45653215,0.38565162,0.6812814,0.40138006,0.5340939,0.38693726,0.5930766,0.49705002,0.4793032,0.49544674,0.5882996,0.64394605,0.41938618,0.6678624,0.66906613,0.8093313,0.3315102,0.88018733,0.69310564,forehand
0.12769441,0.54135174,0.22715831,0.45628074,0.23514248,0.6414965,0.38429508,0.4500378,0.38984868,0.6755326,0.43315014,0.5182953,0.43037158,0.5968998,0.49719566,0.47514963,0.49663463,0.5832732,0.6450369,0.4175537,0.6737483,0.6665746,0.8203627,0.3336298,0.87909245,0.69060296,forehand
0.13222197,0.5423403,0.23617864,0.45009157,0.24112678,0.6428611,0.39019445,0.45131627,0.40449628,0.6727069,0.44638005,0.5361088,0.447317,0.60079044,0.50084996,0.47565547,0.49807063,0.5846817,0.65675956,0.41616473,0.6844779,0.67304784,0.83053917,0.3312122,0.88676256,0.70342934,forehand
0.13895436,0.53671235,0.24216893,0.44582152,0.24585772,0.62947005,0.39490512,0.44059393,0.39803535,0.661508,0.44898286,0.51975745,0.45582822,0.61195076,0.49857664,0.4656263,0.4951162,0.5773371,0.6544496,0.41123584,0.67198336,0.6618088,0.83813334,0.32417807,0.88208574,0.70403016,forehand
0.14349373,0.53344655,0.24330269,0.43134972,0.24915507,0.6222381,0.40429062,0.44300243,0.4029809,0.6551704,0.47932947,0.4800536,0.4698218,0.6024161,0.5050396,0.45607406,0.5022331,0.5710278,0.66648394,0.40360475,0.6824308,0.6523865,0.84292394,0.32158923,0.88870156,0.7155633,forehand
0.1480279,0.5241968,0.2534245,0.42725664,0.2602724,0.612895,0.42500898,0.4247598,0.40874264,0.6465922,0.5099551,0.46200514,0.48526525,0.59865373,0.5181067,0.45356777,0.5125361,0.56219476,0.689296,0.38463673,0.6853673,0.65288335,0.8611481,0.30237,0.8916604,0.72017217,forehand
0.15609954,0.5275122,0.26072162,0.42682537,0.26690754,0.6123166,0.42910278,0.42199504,0.42158884,0.64927816,0.5094708,0.46739152,0.4859152,0.59667027,0.52677953,0.45251966,0.52365714,0.56123006,0.6955054,0.38528252,0.6901884,0.646259,0.86680835,0.29405323,0.90039057,0.7288751,forehand
0.15932637,0.526322,0.25937718,0.42817295,0.27167064,0.60956365,0.42536962,0.4232154,0.42552927,0.6445448,0.51965857,0.4667582,0.5013157,0.59202385,0.52803236,0.44940802,0.52697897,0.5567262,0.7001675,0.37551913,0.69406986,0.65583944,0.8798885,0.2825855,0.9018793,0.74188775,forehand
