nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.12104633,0.5852753,0.19823928,0.50267154,0.21396303,0.51956815,0.31399006,0.57503855,0.3432237,0.61041594,0.262586,0.7012133,0.3158141,0.6977474,0.46313858,0.33383438,0.4696398,0.37451273,0.64487606,0.3726068,0.66806734,0.4859684,0.8328023,0.26156417,0.87001085,0.33586583,forehand
0.116234876,0.5855709,0.1931483,0.50184155,0.20360129,0.5067867,0.28280702,0.60150915,0.3320593,0.60755503,0.25687715,0.6890608,0.28598535,0.70675814,0.46360067,0.33267897,0.4701856,0.35813853,0.6478193,0.34662032,0.68011415,0.4548617,0.8046595,0.23022994,0.8610651,0.3000413,forehand
0.14275618,0.6027678,0.20497264,0.514651,0.2206453,0.51788604,0.32361513,0.5590327,0.3465338,0.58507687,0.28612572,0.66441566,0.31807506,0.6351956,0.4763809,0.3270257,0.48966312,0.36134586,0.6664737,0.3694429,0.7032125,0.44682133,0.7983451,0.21293408,0.8775833,0.2874007,forehand
0.12654848,0.66086423,0.18569304,0.5570011,0.19324967,0.5651631,0.3145328,0.49657452,0.34132767,0.4929557,0.29545692,0.56586534,0.35309485,0.5834321,0.46830678,0.37432542,0.47352123,0.38539317,0.67434025,0.3853592,0.7148131,0.47813836,0.79954934,0.20866297,0.90782744,0.30997697,forehand
0.13334145,0.69376534,0.19805385,0.6108605,0.20923907,0.5879268,0.29254305,0.62546057,0.32938576,0.50735515,0.28788593,0.6818362,0.32951203,0.6102758,0.46556678,0.42420956,0.4707928,0.425302,0.66436905,0.4466519,0.7083692,0.5296156,0.76883894,0.23231164,0.878103,0.3786732,forehand
0.14259245,0.70705926,0.208805,0.60298645,0.22530454,0.6040847,0.28865245,0.5379034,0.35025018,0.50133944,0.26500672,0.63449323,0.3581343,0.56904763,0.47688472,0.42703098,0.48689538,0.4355251,0.6256424,0.38893205,0.7100359,0.5605813,0.74794185,0.24703991,0.8842296,0.41745406,forehand
0.14908372,0.6822492,0.20646875,0.607221,0.22308572,0.5822207,0.21694441,0.7843553,0.35881284,0.47216183,0.22480877,0.67156094,0.33425105,0.59028816,0.46645072,0.42696533,0.4775409,0.43327242,0.61513084,0.37903768,0.71108025,0.5741544,0.7523135,0.2496954,0.8915681,0.4320151,forehand
0.12686487,0.63834345,0.19585748,0.5697279,0.19783956,0.54497766,0.238617,0.72311944,0.33924854,0.45498228,0.21917832,0.8326383,0.40670508,0.5001724,0.4572248,0.40082756,0.46238372,0.3947038,0.5961672,0.34195766,0.69920045,0.5411913,0.73323995,0.22212149,0.88732016,0.421379,forehand
0.12916185,0.5870458,0.20127098,0.5072742,0.19947693,0.49224964,0.20507427,0.6622356,0.36825606,0.40704235,0.19630621,0.7539989,0.4276242,0.50856435,0.4640286,0.34178272,0.46784052,0.34579656,0.5803609,0.30266356,0.6904873,0.5077746,0.7183062,0.17917821,0.89188975,0.38592315,forehand
0.12310025,0.58665305,0.19303438,0.51314235,0.20369361,0.4963398,0.18090501,0.6604735,0.36077058,0.40989673,0.18366139,0.72948426,0.47827747,0.41851202,0.45584807,0.3628238,0.4586053,0.36201486,0.57342803,0.3344778,0.65222675,0.5128686,0.7188546,0.21787259,0.88780516,0.42518917,forehand
