nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.1392221,0.76281095,0.23187663,0.68620735,0.23908375,0.6860676,0.3576947,0.70202744,0.3681324,0.746871,0.36588007,0.7968376,0.32088944,0.8589225,0.5131206,0.57671934,0.5181968,0.585245,0.75365245,0.5642386,0.6596423,0.7585862,0.7544708,0.32405385,0.8593938,0.666586,forehand
0.14185987,0.80760366,0.22910903,0.6890193,0.23145728,0.68332976,0.36544126,0.6988081,0.38946515,0.67189676,0.3826045,0.76691777,0.38363552,0.7711287,0.5240382,0.5734149,0.5238094,0.56424886,0.6930019,0.70596874,0.70688033,0.7130143,0.90684193,0.5946974,0.8062672,0.3937384,forehand
0.1619002,0.8549724,0.231191,0.6907138,0.23805048,0.6695366,0.36967915,0.6779686,0.40208435,0.65093845,0.33212897,0.7937818,0.36246762,0.77924377,0.5214407,0.5482563,0.52469563,0.53707016,0.7293766,0.65350723,0.7518728,0.6713678,0.8625252,0.5119164,0.8497141,0.49401736,forehand
0.14568901,0.6994696,0.21383643,0.5830675,0.22772591,0.5834952,0.34833282,0.59770054,0.37693408,0.62123734,0.2966179,0.7094032,0.33140808,0.70927846,0.53168404,0.4415628,0.5359116,0.4411581,0.73082703,0.54636025,0.75762385,0.6262181,0.87741154,0.3662814,0.91223,0.4074163,forehand
0.14339964,0.6867914,0.21820472,0.6089195,0.23432803,0.63353086,0.34620494,0.5946728,0.36308396,0.65196466,0.2951973,0.7035885,0.30640733,0.7117875,0.5269375,0.49299258,0.52983993,0.49614573,0.7400747,0.504488,0.6913204,0.734601,0.8597057,0.3055027,0.90945226,0.6210393,forehand
0.11433296,0.746407,0.19936676,0.6488317,0.2159859,0.74580806,0.24776661,0.7026379,0.24865265,0.90001625,0.2129925,0.8130844,0.21555378,0.969098,0.49783012,0.52810717,0.504316,0.59399545,0.70857984,0.5327355,0.6815865,0.8024716,0.83207023,0.31221074,0.92282456,0.8063731,forehand
0.12985805,0.706311,0.2108929,0.5953976,0.21231692,0.64054763,0.3296518,0.64984584,0.24123652,0.7841942,0.36918637,0.65625864,0.21398698,0.8476996,0.48858824,0.4845941,0.48969108,0.52021,0.6723244,0.43298352,0.6647267,0.7348785,0.79105294,0.21059766,0.8824119,0.79802173,forehand
0.14778467,0.7618961,0.21648407,0.65454596,0.22104482,0.7005371,0.3532484,0.61199164,0.3712694,0.60393703,0.40019897,0.71849763,0.20852667,0.96020085,0.49243605,0.53819686,0.49803883,0.5808163,0.66246015,0.4512778,0.6861073,0.7924957,0.7909771,0.22832176,0.89725465,0.9166172,forehand
0.14315073,0.7577802,0.20621482,0.6612215,0.200331,0.68377095,0.36374685,0.61392576,0.1919434,0.87243986,0.42780206,0.6824587,0.17562912,0.9649937,0.48211703,0.54657525,0.4830944,0.5740214,0.6473538,0.4273688,0.6885738,0.77919555,0.7608805,0.20225416,0.92800695,0.8994136,forehand
0.15078308,0.74454635,0.21711485,0.6792349,0.19505416,0.66170996,0.17646354,0.81448376,0.16892953,0.7691423,0.1463888,0.89748514,0.14507161,0.9002657,0.47021347,0.5591232,0.47255754,0.5646487,0.6288789,0.41469198,0.6563592,0.77522665,0.72845256,0.21680906,0.889919,0.84761846,forehand
