nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.15963231,0.5521617,0.27498722,0.44699466,0.28491062,0.65843904,0.43434197,0.4030418,0.4827269,0.70196134,0.5081018,0.41749892,0.49497396,0.6412819,0.54206926,0.46275115,0.5504554,0.57862747,0.7060665,0.43842137,0.6873842,0.63091147,0.8852186,0.36189234,0.87108076,0.65562767,backhand
0.14707094,0.57833093,0.26246604,0.45619908,0.28158122,0.68229395,0.44726145,0.41776866,0.45188197,0.7234904,0.48467156,0.5056029,0.47573403,0.66060364,0.55482197,0.4742186,0.56617075,0.596734,0.7196733,0.42678267,0.70391893,0.6986713,0.896626,0.33905333,0.9056412,0.7494979,backhand
0.14070494,0.58667636,0.25756755,0.47467518,0.26997498,0.68266904,0.43337858,0.421257,0.42449662,0.75821805,0.47012833,0.5203911,0.47074786,0.6978363,0.54937595,0.48000655,0.55722696,0.6115175,0.7116562,0.3911674,0.68160737,0.7198475,0.8747164,0.29748055,0.862666,0.7827067,backhand
0.13291958,0.6088438,0.2511878,0.49022573,0.26377884,0.7174748,0.43264756,0.442529,0.43412724,0.80095637,0.4580912,0.5557063,0.45741412,0.6938938,0.55647546,0.49697357,0.5652937,0.64620286,0.72630924,0.37226856,0.67948776,0.7538596,0.89513093,0.2520088,0.9271109,0.831031,backhand
0.12595512,0.6121266,0.24073361,0.50109506,0.24532314,0.7278803,0.4191109,0.44514787,0.41662458,0.7994033,0.41263598,0.5785939,0.41280103,0.6967547,0.53886336,0.517496,0.5461642,0.64621806,0.69349766,0.39940208,0.66857505,0.75143594,0.83066744,0.2564436,0.89382255,0.79558635,backhand
0.12777412,0.6342834,0.24234474,0.5385894,0.24287471,0.7580212,0.40895453,0.4714633,0.40616658,0.82138777,0.38115758,0.58597,0.3888682,0.7010357,0.53345335,0.5588712,0.5400088,0.68079036,0.6798237,0.4399603,0.70818996,0.7528935,0.8470532,0.29360032,0.9250687,0.78170013,backhand
0.12965374,0.61798865,0.23488386,0.53304225,0.23288764,0.7403257,0.3768572,0.4646936,0.39144346,0.80471313,0.3609747,0.5810831,0.3951429,0.7442985,0.5242683,0.56579727,0.53271633,0.6813607,0.65254134,0.45473173,0.6892713,0.7001329,0.81105286,0.33019176,0.88794273,0.7063498,backhand
0.12691875,0.5987946,0.23420031,0.5145971,0.22752081,0.7141913,0.36009288,0.44804373,0.38811123,0.7849534,0.34875312,0.57084394,0.3902263,0.7342711,0.5164062,0.55372274,0.52646506,0.66727006,0.6256966,0.46240875,0.7003692,0.6623508,0.7636756,0.40533146,0.88859427,0.64713246,backhand
0.12820832,0.5570133,0.23012725,0.4690227,0.23012389,0.66118467,0.35895094,0.4079046,0.36591148,0.7228343,0.34479323,0.54036653,0.40953135,0.70806015,0.5120181,0.5090785,0.5198776,0.6179254,0.6350617,0.43070593,0.6904446,0.614811,0.7982025,0.38996932,0.86626756,0.5709513,backhand
0.13862497,0.5557618,0.23850401,0.4551853,0.2418747,0.6668799,0.37045604,0.39611045,0.37165987,0.71388614,0.36022228,0.5258269,0.42941904,0.7049117,0.51807797,0.50741434,0.52426976,0.627472,0.63542825,0.45392665,0.68076825,0.6269532,0.8185316,0.43421564,0.84679896,0.5756788,backhand
