nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.14359291,0.5384044,0.24117585,0.48037332,0.25863186,0.5135986,0.36774397,0.54282063,0.41144258,0.539171,0.34953794,0.676951,0.3907854,0.6620401,0.5395046,0.43057808,0.54568684,0.46859762,0.66391796,0.60069966,0.7095464,0.6616675,0.88676596,0.66357404,0.88028145,0.52011406,forehand
0.1495976,0.54011333,0.2448364,0.48839468,0.26079726,0.5073743,0.32800168,0.57378036,0.4099899,0.5292211,0.30685645,0.70004684,0.373051,0.65907776,0.5493083,0.4245471,0.5516441,0.45430517,0.6653877,0.6041851,0.69634956,0.6574747,0.870528,0.57385117,0.8831054,0.57604164,forehand
0.15150976,0.539239,0.24258791,0.47958767,0.2528592,0.48308858,0.35978344,0.5172392,0.40461347,0.4931051,0.3385654,0.64643335,0.38555786,0.6146579,0.5507654,0.40218362,0.554069,0.43360707,0.6539839,0.57938415,0.6860867,0.6479991,0.89055884,0.5390475,0.9060058,0.5730248,forehand
0.14646828,0.58243036,0.2217835,0.52387893,0.23334329,0.49843132,0.31545645,0.59047407,0.38252863,0.50131255,0.30913267,0.6987539,0.3705682,0.62193054,0.52938044,0.4226166,0.53251684,0.45870283,0.6400806,0.578903,0.6602591,0.66194934,0.878822,0.51165265,0.89252836,0.6755437,forehand
0.13099132,0.5856039,0.22340521,0.54719406,0.22233787,0.48804057,0.33278063,0.61679703,0.38212302,0.46984562,0.29655594,0.745397,0.38294706,0.5844203,0.52626103,0.42351878,0.5312714,0.43079904,0.63964504,0.55168855,0.6640227,0.65885836,0.8834972,0.4580735,0.90262014,0.7137707,forehand
0.14281356,0.54728603,0.21502012,0.4940931,0.22200045,0.4572324,0.3071028,0.5745041,0.38300428,0.44873032,0.33318743,0.63648075,0.37234885,0.5935292,0.5185015,0.374133,0.52111685,0.3839229,0.67180705,0.4819089,0.6594928,0.6018526,0.8581719,0.377491,0.890179,0.73556215,forehand
0.15396346,0.5476928,0.21839601,0.46873888,0.2247295,0.4756014,0.36985913,0.4379293,0.38229555,0.43864557,0.36593515,0.5284418,0.42205915,0.5673026,0.520725,0.34997916,0.52199066,0.38430735,0.6815624,0.4481343,0.6877363,0.5888633,0.85339457,0.337125,0.88132006,0.75895315,forehand
0.14381954,0.56002307,0.2253552,0.48849013,0.22861342,0.47274783,0.26701143,0.5985614,0.38907096,0.4369161,0.2431595,0.7628524,0.45170105,0.5595432,0.5146623,0.34491086,0.5182541,0.36957568,0.6943705,0.41871873,0.6932588,0.58162427,0.8507879,0.29790914,0.897992,0.7532458,forehand
0.16017899,0.59054464,0.23002602,0.48576003,0.24439296,0.50846535,0.3500427,0.47325835,0.42178532,0.45662987,0.21332411,0.7457866,0.5029574,0.53570056,0.5205805,0.39069736,0.525431,0.42921907,0.69254494,0.42905247,0.70184773,0.6234116,0.8259329,0.28344947,0.90866417,0.74936163,forehand
0.13240804,0.60339206,0.21044232,0.5035194,0.2530048,0.5464545,0.23127149,0.52823794,0.46085122,0.5090379,0.18320024,0.69086015,0.5674883,0.6460118,0.5026923,0.40819612,0.5209079,0.4598398,0.6703197,0.4423596,0.65519166,0.66479135,0.8039084,0.27702662,0.87943894,0.7531539,forehand
0.15025213,0.64207995,0.21792142,0.5051669,0.26261055,0.5822207,0.4056884,0.5268677,0.4519963,0.55990404,0.5309814,0.58318454,0.5732938,0.6252135,0.52349776,0.42544904,0.5358807,0.49712062,0.67937535,0.44412106,0.6609293,0.6965899,0.8202773,0.28944036,0.8967422,0.74697614,forehand
0.10581121,0.6360189,0.16827646,0.5000196,0.24601702,0.6384986,0.22634704,0.37882558,0.4212214,0.6161877,0.22816804,0.46049795,0.5807513,0.6677623,0.48331672,0.4287776,0.5077264,0.5452194,0.66781336,0.4246874,0.66930896,0.7279331,0.8271586,0.2974631,0.89176154,0.7350229,forehand
0.12647131,0.6260978,0.18862344,0.4800027,0.25891423,0.65402913,0.26555955,0.3547597,0.40230024,0.6673593,0.20480123,0.43187103,0.47223353,0.66064507,0.49340978,0.4291548,0.5100241,0.5605525,0.66671515,0.4108355,0.6097154,0.70772946,0.8192139,0.31808367,0.87734544,0.7131243,forehand
0.13350008,0.6348131,0.19878304,0.4907618,0.2821745,0.6744344,0.2846699,0.35418242,0.42502537,0.71810144,0.21284677,0.41378143,0.5372393,0.817,0.49471068,0.4229559,0.516662,0.55532205,0.6221568,0.42445293,0.6298244,0.7056519,0.81461006,0.36908248,0.8810017,0.7117297,forehand
0.1423705,0.5819384,0.20697641,0.42001262,0.28492108,0.6237552,0.2869703,0.2807957,0.42082107,0.6680963,0.19615005,0.31274983,0.4225574,0.76649356,0.5110815,0.356204,0.52570504,0.49527058,0.5612095,0.34822813,0.62932765,0.6255191,0.7839264,0.3302516,0.88059276,0.6431786,forehand
0.14032875,0.57513237,0.20445156,0.41413984,0.28318444,0.63507766,0.29226005,0.26979288,0.30865985,0.6887289,0.18801792,0.2935127,0.25590605,0.78431433,0.51260346,0.3732057,0.5207982,0.5019088,0.52962387,0.32205892,0.6473503,0.6029013,0.7434936,0.3231797,0.8977722,0.64588594,forehand
0.11607728,0.5580513,0.20405231,0.40165022,0.24579714,0.61422026,0.2906433,0.26561785,0.27146494,0.61128294,0.16351947,0.24897477,0.16405486,0.5854966,0.48628598,0.393971,0.49095228,0.51622725,0.46655178,0.28404468,0.6522672,0.56778663,0.68363416,0.293917,0.89918804,0.62934315,forehand
0.12184089,0.61209655,0.21705358,0.48760197,0.2338474,0.6824363,0.30925015,0.35930535,0.25530973,0.6746695,0.21247534,0.28806958,0.17445832,0.60745263,0.48892802,0.48053035,0.49738324,0.59163374,0.4639405,0.35741076,0.6769431,0.6355333,0.6719634,0.34723637,0.88962966,0.6916684,forehand
0.12623748,0.6212979,0.22553058,0.5086965,0.23037282,0.6979343,0.29960918,0.3942958,0.11652122,0.7102706,0.2816204,0.2902726,0.039336,0.61663085,0.47458383,0.5051489,0.48075753,0.6161285,0.46132421,0.35328805,0.681327,0.6576474,0.6814325,0.34658587,0.8999503,0.7065821,forehand
0.18816355,0.60000753,0.29354838,0.5131285,0.27453947,0.6742482,0.38827372,0.4373296,0.13409853,0.67551655,0.3804386,0.32350463,0.061461195,0.5854835,0.50902563,0.51477784,0.51161283,0.6147025,0.50013506,0.36956483,0.7077063,0.6569528,0.7058632,0.35252792,0.90007496,0.686644,forehand
0.21480563,0.58669865,0.31848046,0.51761156,0.27988705,0.6545556,0.44793838,0.44193307,0.18916632,0.6740785,0.4478959,0.32710043,0.09513896,0.58121747,0.5049227,0.5101007,0.50433016,0.60205865,0.51736176,0.3871213,0.691269,0.6557849,0.71164036,0.36025277,0.8956396,0.68497556,forehand
0.22644925,0.5744403,0.31711534,0.5168525,0.28298146,0.638319,0.4265088,0.4751486,0.19466187,0.653032,0.43418574,0.46493965,0.11932932,0.58355314,0.5039293,0.50858533,0.49815482,0.6033705,0.5351369,0.38786745,0.6840474,0.6527949,0.73220354,0.34841612,0.8880347,0.6720031,forehand
0.19206497,0.5390838,0.27134603,0.5170612,0.2635549,0.62927645,0.26948762,0.44062155,0.190349,0.65732855,0.23082657,0.5197164,0.1894951,0.62154937,0.49244636,0.51090425,0.493495,0.60387915,0.5472582,0.37741706,0.6754129,0.6420633,0.7479932,0.34225002,0.8830116,0.671841,forehand
0.19259006,0.5227164,0.29603815,0.48742136,0.26477236,0.6265247,0.4109358,0.47757912,0.19505832,0.67037266,0.41199598,0.503107,0.13419761,0.65339833,0.50946397,0.51509494,0.49410537,0.6135993,0.56792456,0.3709871,0.6871046,0.65845233,0.7632066,0.33566195,0.89285547,0.6998879,forehand
0.17683269,0.54868746,0.2922654,0.46953413,0.25281295,0.6363341,0.4197218,0.45962936,0.25694296,0.6948395,0.47082725,0.4593619,0.1473379,0.6643593,0.50420976,0.49955806,0.4958094,0.6030536,0.5890731,0.36386612,0.6849237,0.6559457,0.784746,0.3322469,0.89499205,0.7057521,forehand
0.18154576,0.5176422,0.28882462,0.4416105,0.2436242,0.5985868,0.40165356,0.43750036,0.28030285,0.7174147,0.44239208,0.4616739,0.27391636,0.73089397,0.5043314,0.4803872,0.49518418,0.5953093,0.5870267,0.3648569,0.67274714,0.65089315,0.7930004,0.32439774,0.88473123,0.7085951,forehand
0.14599766,0.47695252,0.2804821,0.40357792,0.23070468,0.58404094,0.4032579,0.41189066,0.24527624,0.73910207,0.3665529,0.43625152,0.25066024,0.7666782,0.496728,0.46116352,0.4917458,0.587479,0.58949506,0.34006914,0.68727773,0.63523996,0.79333156,0.3085936,0.8993719,0.7077652,forehand
0.15363659,0.43387824,0.29935893,0.35307592,0.24157777,0.5437311,0.4400326,0.34829155,0.2953693,0.6777796,0.5010156,0.30581853,0.21634717,0.675136,0.5238639,0.43197784,0.51077837,0.55097824,0.6509533,0.32292876,0.70671403,0.60242385,0.82809454,0.2889096,0.9126512,0.68302554,forehand
0.15886156,0.43837795,0.29830134,0.36608148,0.25034067,0.539894,0.45609775,0.3631212,0.29182854,0.67541665,0.4637834,0.33615005,0.22281143,0.69124764,0.53476024,0.45538384,0.51806176,0.5679955,0.64471465,0.35532457,0.699868,0.61319745,0.82842624,0.3386283,0.8910726,0.6900694,forehand
0.14843151,0.41662064,0.29496726,0.3373283,0.25247797,0.5349437,0.45402294,0.31482506,0.30531302,0.66224694,0.40973994,0.36915085,0.2871797,0.7566364,0.54051197,0.44099975,0.5210436,0.55413276,0.6962128,0.33425707,0.69951564,0.59810597,0.88336265,0.36509538,0.8944248,0.689866,forehand
