nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.1435893,0.49760473,0.25449833,0.40375698,0.2513983,0.60784745,0.3902375,0.4143584,0.41415507,0.6518063,0.39098257,0.5044448,0.41288617,0.6040475,0.5164533,0.4556934,0.5223808,0.565819,0.71239734,0.44043252,0.71092814,0.56016415,0.9333504,0.42174625,0.92441714,0.53480357,backhand
0.14671034,0.4987379,0.25330293,0.41286433,0.2550036,0.5989718,0.39990404,0.4034646,0.42071941,0.644959,0.38023645,0.48719224,0.41554758,0.6037966,0.50908756,0.45617083,0.5107824,0.56346244,0.69492817,0.4390024,0.6684778,0.584567,0.91890055,0.42902866,0.88724554,0.5821896,backhand
0.15345703,0.50541323,0.24963263,0.41637796,0.26275074,0.6039872,0.3923606,0.41039154,0.43204105,0.64721715,0.37821102,0.5017754,0.4285203,0.5879604,0.51540637,0.458365,0.5149585,0.5615085,0.68380386,0.4376635,0.6592231,0.60418594,0.8870123,0.4087904,0.8691404,0.6295751,backhand
0.14855932,0.50870425,0.25011864,0.42039603,0.26145154,0.61061037,0.39879793,0.41213316,0.4333524,0.65861595,0.40662786,0.50424606,0.43507087,0.60090554,0.521028,0.45284292,0.5245257,0.5643518,0.6872936,0.42141682,0.6823844,0.62135625,0.8939607,0.37730548,0.8733309,0.67233366,backhand
0.14817175,0.51649576,0.25918034,0.42539918,0.26434723,0.62448263,0.4264037,0.41926223,0.43536875,0.67527884,0.44362727,0.49443954,0.44957748,0.6036036,0.5417969,0.46031317,0.54286325,0.5758754,0.6904961,0.4148102,0.68909633,0.6429682,0.88434434,0.359143,0.8828691,0.7161172,backhand
0.14225559,0.51606905,0.25474444,0.41434625,0.2565183,0.6313372,0.42517793,0.41466323,0.42832464,0.69011277,0.4344121,0.51549673,0.44863462,0.6187176,0.54421556,0.46053058,0.5421683,0.58263785,0.7195845,0.3855823,0.7142669,0.65459687,0.8990958,0.3169294,0.9138337,0.7369465,backhand
0.14121112,0.5234433,0.2564304,0.4306259,0.2475974,0.6367423,0.4232374,0.42850658,0.41531935,0.6945325,0.4391743,0.5122227,0.42657033,0.612602,0.53488034,0.4789746,0.5300302,0.5978352,0.6907497,0.4055422,0.68974406,0.6598332,0.8565437,0.3148175,0.89166737,0.73052585,backhand
0.13758852,0.53555423,0.24985622,0.4461625,0.2417946,0.6510874,0.4046801,0.428587,0.4056937,0.70074105,0.38062182,0.5326797,0.3917409,0.6179708,0.53142226,0.50303805,0.5239231,0.61548233,0.6989017,0.40841213,0.6926196,0.6768429,0.84975,0.31485546,0.9120652,0.72302365,backhand
0.1369944,0.54484695,0.23903008,0.45756567,0.2345843,0.66159374,0.38637012,0.44763815,0.3864785,0.70897114,0.3777242,0.54090804,0.37414783,0.6196604,0.51839286,0.520316,0.5104878,0.63203585,0.6653252,0.4377915,0.6751408,0.6768725,0.8284971,0.35262683,0.885273,0.7031387,backhand
0.13093658,0.5524639,0.2387259,0.46601954,0.2271471,0.66615325,0.38486615,0.45635813,0.38008595,0.71282554,0.372852,0.54577327,0.37132537,0.63550735,0.5156641,0.52985966,0.5073635,0.6386008,0.65050083,0.4630362,0.6782356,0.6721653,0.83360845,0.39381257,0.88691187,0.68448794,backhand
