nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.13650137,0.48216918,0.24243826,0.4055024,0.23165849,0.5840123,0.3942541,0.3719679,0.37937078,0.63136405,0.36072788,0.4106642,0.30612728,0.5934285,0.49593866,0.45189565,0.48985332,0.5495463,0.6705411,0.39992964,0.6078394,0.5657044,0.8952756,0.42490795,0.80323637,0.6274284,backhand
0.12854774,0.48271602,0.23289503,0.39803103,0.22678207,0.5747973,0.37696287,0.36020225,0.36419463,0.6273638,0.31974202,0.43023363,0.32478502,0.5821528,0.49620953,0.44995707,0.4947162,0.53683263,0.6674774,0.40232292,0.6049862,0.5562156,0.888302,0.42564282,0.7917501,0.6288506,backhand
0.12337878,0.47880933,0.21933594,0.39878625,0.22324838,0.568845,0.3502959,0.3628301,0.3546551,0.62386554,0.30858406,0.4475216,0.24114656,0.5958993,0.485591,0.45314467,0.483085,0.5365345,0.6588926,0.40927643,0.6051646,0.55873674,0.88767654,0.4352227,0.79672337,0.6321818,backhand
0.11958236,0.48135096,0.2154293,0.39627266,0.21053421,0.5762648,0.34965295,0.36217567,0.35910642,0.63409954,0.32250932,0.44919315,0.29344663,0.56195116,0.48143482,0.44376147,0.47740462,0.5395819,0.6551819,0.413303,0.6092431,0.56919616,0.8854765,0.4367189,0.80612665,0.62373954,backhand
0.1180786,0.48002234,0.21076865,0.3924638,0.22167088,0.5733254,0.34562948,0.36223295,0.36488038,0.6309802,0.3303601,0.45460284,0.35498777,0.55571204,0.48008758,0.442136,0.47872818,0.54141724,0.6547629,0.41237858,0.616624,0.56922024,0.8725717,0.43507034,0.8146932,0.61657596,backhand
0.12212462,0.4854453,0.21633016,0.3985499,0.22702524,0.5802972,0.35377532,0.3641503,0.37119365,0.63503754,0.33509135,0.43655595,0.3692168,0.5635532,0.4848098,0.4427907,0.48470125,0.54505473,0.66173875,0.4147754,0.6267215,0.5688537,0.8730112,0.43399322,0.83092237,0.61018264,backhand
0.12605642,0.48029864,0.2217986,0.39649993,0.23624322,0.5808145,0.36555186,0.35519913,0.38518894,0.6247166,0.34019196,0.4348314,0.37608403,0.5465391,0.48967952,0.43899053,0.49350536,0.5429209,0.6584629,0.40038782,0.6328538,0.5664369,0.8701261,0.4181724,0.8409073,0.60734534,backhand
0.13280617,0.4913446,0.22803739,0.41038573,0.24743974,0.59167165,0.37997484,0.36965904,0.39425695,0.639036,0.35890317,0.449142,0.392203,0.56773955,0.49374503,0.44245312,0.49713096,0.5465365,0.6539554,0.39925596,0.65311277,0.571825,0.8572874,0.41144416,0.859393,0.6122406,backhand
0.14134952,0.4851505,0.24381527,0.4004556,0.2595632,0.58995163,0.40255687,0.3684366,0.42337197,0.62536,0.42285416,0.45594773,0.42245328,0.54330856,0.5093467,0.43691877,0.5150512,0.5431701,0.6654334,0.37783012,0.67527646,0.5672009,0.8712385,0.39521784,0.90313816,0.6112028,backhand
0.1444325,0.48424125,0.25108382,0.40470725,0.25994876,0.59071505,0.41453046,0.37672985,0.42042074,0.62047875,0.4463167,0.4430281,0.43998408,0.5352123,0.50730586,0.43813953,0.51415694,0.54535383,0.64400434,0.37322336,0.67833114,0.56669235,0.84982353,0.38145214,0.9026454,0.61321855,backhand
