nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.14017779,0.55035466,0.2046664,0.5040997,0.22130747,0.45930272,0.2621367,0.6306541,0.35920924,0.4593538,0.1674842,0.6496147,0.28937763,0.5753693,0.48619172,0.4039004,0.48924845,0.3966634,0.6345264,0.48707107,0.65273964,0.60059285,0.80929506,0.35695994,0.89102286,0.6685662,forehand
0.14777318,0.5738014,0.20180462,0.50406927,0.21726973,0.47168308,0.3042597,0.5170912,0.34732142,0.44473115,0.2635145,0.61426544,0.30167046,0.56898904,0.4813265,0.4254078,0.48160028,0.4056586,0.6503487,0.46382958,0.65587485,0.5969221,0.8008229,0.34801835,0.88445777,0.7108576,forehand
0.12517056,0.5842257,0.18438871,0.5169657,0.19805361,0.4676716,0.2757996,0.5584144,0.34013036,0.4374173,0.2406998,0.6395054,0.28818914,0.56894904,0.46727413,0.42633352,0.46891177,0.39094487,0.646081,0.437408,0.66387844,0.5912802,0.7850429,0.31966823,0.88148844,0.7232799,forehand
0.13738836,0.59439975,0.21264598,0.5303434,0.2120548,0.49059328,0.33416623,0.53254455,0.34960082,0.44295424,0.27795428,0.59161794,0.3065345,0.55239785,0.49288294,0.43287638,0.4926224,0.40424168,0.65835255,0.43516654,0.6754113,0.5953718,0.7929946,0.30215192,0.89614,0.72604346,forehand
0.14588489,0.59125394,0.21783228,0.49926022,0.23105915,0.52772343,0.32430065,0.54171497,0.34447384,0.5630727,0.28267163,0.60552704,0.25139135,0.7654626,0.49475747,0.4102515,0.50178325,0.43473995,0.6491008,0.4517401,0.6690494,0.6232686,0.77711755,0.3029047,0.8809841,0.72804207,forehand
0.13857189,0.60186815,0.20689787,0.5034974,0.22049987,0.5261334,0.2517904,0.6465182,0.26856354,0.7114177,0.22302112,0.791995,0.2323068,0.80433065,0.48760337,0.40142643,0.4955025,0.4308545,0.6512726,0.4478702,0.6674586,0.6282039,0.77912575,0.27392173,0.9024493,0.7083271,forehand
0.14317358,0.5919643,0.21509483,0.5017901,0.22320731,0.5175457,0.33446875,0.59510326,0.36415127,0.53574234,0.2485963,0.7847135,0.34553546,0.58510005,0.495596,0.4012367,0.4991276,0.4131432,0.6444242,0.41487637,0.66290414,0.62315714,0.76337904,0.24826422,0.8845068,0.68075585,forehand
0.13804762,0.5997767,0.21408631,0.5476526,0.20877123,0.50149316,0.35843194,0.54639417,0.3847383,0.4369307,0.43455082,0.55855435,0.45804963,0.51066816,0.4882621,0.41390154,0.4896219,0.40136263,0.64330006,0.4120782,0.659242,0.636097,0.7699398,0.2304818,0.8895155,0.6696414,forehand
0.14127454,0.6667908,0.21869819,0.5870087,0.21464592,0.5805951,0.37082103,0.55450153,0.37283677,0.5353241,0.47452247,0.59069484,0.49236846,0.5749691,0.48842832,0.474143,0.48985618,0.48666775,0.6380757,0.47221696,0.65301436,0.70299107,0.78057176,0.28244993,0.89153993,0.71785784,forehand
0.13905437,0.669823,0.21283555,0.5930617,0.23676519,0.5897366,0.19122155,0.72424376,0.4314188,0.5528618,0.1872272,0.8101099,0.54158425,0.6308324,0.48573068,0.4934638,0.49922118,0.50529945,0.6394602,0.46135968,0.62983066,0.7181141,0.77530646,0.29424202,0.88640463,0.71880835,forehand
