nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.13082977,0.34761384,0.20999639,0.4406821,0.20568092,0.42039484,0.39112526,0.4476365,0.35621348,0.4159979,0.52721804,0.39665326,0.47603384,0.35366124,0.44920328,0.58585525,0.43776524,0.58053344,0.6496148,0.45826817,0.6060997,0.46099436,0.8825134,0.5279276,0.6760293,0.574884,backhand
0.13543765,0.3551207,0.21038097,0.45203173,0.20631564,0.44478145,0.39035714,0.46960774,0.36404544,0.46063468,0.5043028,0.41064912,0.4693376,0.39921254,0.44818324,0.6093458,0.44153875,0.5876139,0.64974695,0.48146558,0.60989803,0.478091,0.8813764,0.56960523,0.7194242,0.54969025,backhand
0.14148162,0.35563543,0.2058111,0.46230164,0.20711392,0.44168553,0.3838867,0.47477028,0.36851162,0.4629037,0.49673742,0.4228963,0.47202122,0.39526722,0.44411975,0.61844885,0.44342768,0.58986175,0.66034764,0.51163155,0.619393,0.495706,0.8844537,0.5945037,0.6771606,0.5068932,backhand
0.14055751,0.3515572,0.1941748,0.46373877,0.19815262,0.43452352,0.37829864,0.48714143,0.35343048,0.45440903,0.49565756,0.42239368,0.4537909,0.40083534,0.4308699,0.6245787,0.42383468,0.58125913,0.64816946,0.5219407,0.57256764,0.4601385,0.8898799,0.61127937,0.6611783,0.49214262,backhand
0.13348372,0.3334088,0.18760818,0.4546077,0.19049038,0.42044994,0.35246238,0.4837775,0.3392051,0.44897574,0.4574793,0.41149008,0.4333507,0.39644486,0.42035666,0.61157596,0.41879082,0.5786498,0.6454319,0.52131873,0.55401963,0.4422199,0.87184685,0.6245022,0.6568034,0.43044406,backhand
0.14330178,0.32880545,0.18795027,0.45945862,0.20658016,0.4116487,0.36069983,0.5054637,0.35666513,0.44113806,0.4678203,0.43231237,0.44362786,0.4126253,0.4360219,0.61848015,0.43701422,0.5491928,0.6736836,0.53392047,0.570829,0.41289166,0.886884,0.6537724,0.6549348,0.386038,backhand
0.13329862,0.32607427,0.18439613,0.44221652,0.19969149,0.41488403,0.35661504,0.48011592,0.3634765,0.4359796,0.4602013,0.43875733,0.4488612,0.42820936,0.4277473,0.6065252,0.43186995,0.5618597,0.662997,0.53194547,0.57242066,0.40862018,0.8804685,0.66675603,0.6336845,0.35588738,backhand
0.13073884,0.30508047,0.20808056,0.3915599,0.20277353,0.39389202,0.37659526,0.43670225,0.36998078,0.41477135,0.46401888,0.41082105,0.4514859,0.4075765,0.44014525,0.5858412,0.4412106,0.5618499,0.68388146,0.52687675,0.5767614,0.38889918,0.8885361,0.6738757,0.6403436,0.32283235,backhand
0.1364859,0.2919083,0.19307166,0.42233604,0.22118427,0.35417077,0.35897243,0.4512524,0.3716477,0.3891324,0.47449675,0.40333185,0.47260377,0.3908739,0.43916976,0.5829818,0.44003135,0.5429922,0.68985796,0.53381294,0.5664074,0.38759983,0.88550377,0.6830509,0.63447505,0.34080628,backhand
0.1406373,0.29771942,0.2059664,0.4145926,0.22048557,0.36696696,0.3728995,0.43735868,0.36747485,0.3950927,0.49378926,0.41296312,0.4868594,0.39092973,0.45170864,0.5692058,0.45141417,0.5283791,0.7023356,0.5322548,0.5480703,0.38372257,0.87604666,0.6957651,0.66218704,0.31646332,backhand
0.14388962,0.27597395,0.19629006,0.4152207,0.21760856,0.34596932,0.38345155,0.42565525,0.375249,0.36349776,0.5147555,0.3701577,0.49521375,0.34211692,0.45241264,0.55985636,0.45107594,0.49386838,0.72051686,0.5223906,0.54528564,0.34718445,0.878671,0.6950823,0.66841424,0.3074671,backhand
0.12843323,0.27578947,0.19538541,0.39173144,0.20525172,0.34588385,0.37832403,0.39976162,0.3564419,0.36557907,0.5166338,0.36458436,0.47981796,0.33386192,0.4589049,0.5577286,0.44910884,0.49958384,0.7409848,0.51706994,0.5508097,0.3415753,0.86204875,0.691487,0.6605035,0.33887595,backhand
0.1304086,0.29516843,0.20927466,0.37069002,0.19475548,0.3941886,0.39045447,0.36668056,0.3508852,0.37849316,0.48076198,0.31226334,0.46390235,0.32340005,0.45918646,0.54507834,0.44770545,0.5284064,0.734227,0.5053283,0.5484149,0.34934136,0.8684238,0.6859424,0.6896808,0.35399863,backhand
0.13446648,0.28814626,0.24881878,0.32006934,0.180511,0.42911854,0.40661585,0.34138918,0.3164391,0.47097436,0.48807892,0.28453574,0.41908118,0.36653748,0.48490742,0.49411872,0.4708688,0.5672378,0.7581617,0.4955933,0.5666381,0.42251974,0.8468607,0.69166243,0.70612234,0.35495725,backhand
0.13839121,0.3011628,0.2415224,0.28124434,0.18974772,0.45133454,0.41450745,0.27954513,0.31309417,0.48819757,0.42445514,0.28488177,0.36780587,0.42081964,0.5006919,0.4700967,0.48318857,0.5751705,0.77931404,0.50106287,0.5823306,0.42325896,0.878644,0.696383,0.74721307,0.36773467,backhand
0.14375424,0.30223012,0.24064378,0.2770347,0.19259137,0.4732565,0.3560796,0.25880828,0.29572135,0.5170873,0.30380598,0.39580628,0.29824919,0.45150504,0.5045195,0.46272105,0.4838604,0.57059455,0.7687613,0.49646604,0.5605879,0.44410935,0.86957175,0.6969722,0.75191605,0.38146204,backhand
0.11589801,0.31786457,0.23162557,0.26586056,0.18559416,0.48827967,0.25999066,0.3485824,0.26081234,0.5190904,0.21545988,0.42349365,0.2172116,0.45032832,0.49969423,0.44981125,0.48342034,0.5758173,0.77592313,0.50751466,0.60593086,0.4684712,0.8697447,0.6928706,0.76147246,0.41358888,backhand
0.12597097,0.3321886,0.23746829,0.28594726,0.1994486,0.47720325,0.21696833,0.37102273,0.26786307,0.5950002,0.114079334,0.47583032,0.13726869,0.5358368,0.50475246,0.46770805,0.4877923,0.58105475,0.75681907,0.51297665,0.6171216,0.4887832,0.8814063,0.67936194,0.7855711,0.4358509,backhand
0.11387787,0.34285608,0.23503727,0.30097827,0.19533591,0.4803355,0.15741494,0.38251817,0.24590646,0.63052577,0.100165494,0.48667294,0.07290038,0.5748953,0.50760555,0.46937433,0.4890553,0.57703644,0.7349213,0.50382185,0.6197818,0.47870326,0.8949705,0.67977685,0.7866152,0.45852476,backhand
0.1341313,0.35793608,0.24879386,0.30456388,0.21820617,0.49283895,0.23071146,0.4035732,0.28096932,0.6424238,0.1062119,0.551563,0.10865071,0.6015426,0.521471,0.45824447,0.5017911,0.56959045,0.71407557,0.48833266,0.61557496,0.4717314,0.8823956,0.64795595,0.776177,0.4726995,backhand
0.12943791,0.38013494,0.24142767,0.32817134,0.22238947,0.5151794,0.23114711,0.42599753,0.29825363,0.67109686,0.111378975,0.5847331,0.13740706,0.65221244,0.53873885,0.46060738,0.5152629,0.57435846,0.7138296,0.48748228,0.6476485,0.47750625,0.91842526,0.6426909,0.7848106,0.48598725,backhand
0.11757389,0.38741902,0.22546324,0.33494672,0.21885848,0.5008397,0.2421439,0.41824543,0.30450597,0.6520281,0.12793244,0.47060487,0.13452935,0.6201803,0.5038044,0.4382967,0.4881999,0.54039794,0.66379464,0.4423809,0.6439027,0.49926487,0.83614516,0.5276842,0.78849316,0.5250395,backhand
0.11800804,0.3861198,0.23132563,0.32686424,0.22723018,0.5000827,0.24949482,0.43447807,0.34566885,0.6474555,0.16359374,0.5897062,0.19391988,0.63122165,0.5261648,0.4173584,0.5143987,0.52764267,0.7038793,0.4279955,0.6915915,0.5124518,0.8770923,0.48579636,0.8694835,0.5102748,backhand
0.12736125,0.39574614,0.24006276,0.34738705,0.24457009,0.50641775,0.28920367,0.4187309,0.39142373,0.6343846,0.18893,0.5037143,0.2298002,0.6218513,0.54382175,0.41507658,0.5314754,0.52622956,0.71328735,0.42310596,0.68101084,0.51756227,0.9034827,0.46104577,0.8783918,0.5128026,backhand
0.10534667,0.4568171,0.23198053,0.35525706,0.25189054,0.5018063,0.31279528,0.42412332,0.38637978,0.6142905,0.22954614,0.54730767,0.27401343,0.62512314,0.5322382,0.40363106,0.5247904,0.50915116,0.7142843,0.4004587,0.6852384,0.51667124,0.9282309,0.41752288,0.8403128,0.5204216,backhand
0.14678921,0.42981356,0.24757576,0.3761557,0.2700135,0.5019214,0.36736262,0.43687987,0.42801118,0.58961177,0.2972854,0.5561054,0.30576977,0.59247154,0.5367918,0.41545942,0.5368336,0.49956897,0.69445246,0.39463094,0.6876869,0.5197152,0.9167493,0.35959575,0.8205378,0.5187153,backhand
0.16751824,0.4774466,0.26020744,0.5220349,0.25034097,0.4024575,0.40007347,0.5757693,0.38507035,0.5348936,0.33990058,0.6008848,0.33869046,0.59611344,0.5154495,0.51787937,0.5193519,0.4372757,0.66119784,0.53740597,0.69812334,0.39825156,0.8013984,0.5465461,0.80082643,0.5415799,backhand
0.16362013,0.48880923,0.25445092,0.37151325,0.28777146,0.51744634,0.36025906,0.44366464,0.43397275,0.5614149,0.34944513,0.58867157,0.43457574,0.6079871,0.54672045,0.37908217,0.5501982,0.49513432,0.7848604,0.35321617,0.7178836,0.55012757,0.86722845,0.32277107,0.9136312,0.5744039,backhand
0.15919602,0.5183908,0.23545039,0.39396116,0.2901073,0.60685986,0.28056008,0.42340663,0.40338638,0.67573047,0.27662012,0.5582517,0.43115073,0.61614263,0.54088485,0.39076814,0.5530779,0.5257171,0.79179615,0.3601501,0.6852385,0.59062237,0.97254616,0.24613845,0.8393815,0.6218374,backhand
0.16357476,0.58008975,0.22363798,0.44245693,0.26254007,0.5802558,0.28695145,0.46775076,0.36656734,0.6799476,0.24096197,0.5817923,0.39695624,0.66401905,0.50484765,0.43072748,0.5119804,0.53027207,0.7319876,0.3947978,0.6128767,0.63050216,0.94157773,0.29230475,0.796458,0.66839945,backhand
